Transaction ID,Customer ID,Transaction Amount,Transaction Date,Complaint Description,Dispute Category
TXN53993654,CUST311883,466.54,2024-12-22,I noticed an unauthorized debit of 466.54 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN86726526,CUST801474,2417.23,2024-12-22,"I have been charged 2,417.23 for a recurring payment that I explicitly cancelled via the merchant app on 2024-12-22.",Subscription Issue
TXN95327540,CUST414527,18.42,2024-12-22,The transaction amount of 18.42 is incorrect. The actual bill was significantly less than what was debited.,Wrong Amount
TXN15332684,CUST760021,44.44,2024-12-22,I was charged 44.44 for an annual renewal that I had opted out of. The merchant is ignoring my cancellation.,Subscription Issue
TXN64896226,CUST822063,124.14,2024-12-22,I did not authorize a charge of 124.14 on 2024-12-22. I have never used this merchant before and suspect my card was compromised.,Unauthorized Transaction
TXN11996330,CUST521947,155.17,2024-12-22,My card was used without authorization for a transaction of 155.17. I suspect a data breach at a merchant I previously used.,Unauthorized Transaction
TXN67117615,CUST166645,143.11,2024-12-22,I paid 143.11 for an order on 2024-12-22 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN24436339,CUST241403,79.97,2024-12-23,The transaction amount of 79.97 is incorrect. The actual bill was significantly less than what was debited.,Wrong Amount
TXN62770835,CUST401601,79.42,2024-12-23,I have a written confirmation from the merchant that 79.42 would be refunded but my account still shows the charge.,Refund Not Processed
TXN25993124,CUST507286,132.46,2024-12-23,My account was charged 132.46 without my consent. I believe someone has stolen my card details and made this purchase.,Unauthorized Transaction
TXN74598923,CUST525110,190.14,2024-12-23,There is an unrecognized charge of 190.14 on my account dated 2024-12-23. I did not approve this and want it disputed.,Unauthorized Transaction
TXN90028295,CUST957730,19.67,2024-12-23,I placed an order worth 19.67 on 2024-12-23 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN77433092,CUST777737,50.33,2024-12-23,I made a single purchase of 50.33 but was billed twice. The duplicate charge needs to be reversed immediately.,Duplicate Charge
TXN56747767,CUST476096,146.18,2024-12-23,I was charged 146.18 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN23401476,CUST410636,205.1,2024-12-23,I received a defective product after paying 205.10. The merchant refused my return request and will not issue a refund.,Defective Product/Service
TXN51502325,CUST238890,155.03,2024-12-23,My account shows two identical charges of 155.03 from the same vendor. Only one transaction should have gone through.,Duplicate Charge
TXN94331064,CUST158104,461.46,2024-12-23,My account was debited 461.46 but the receipt shows a different amount. The merchant made a billing error.,Wrong Amount
TXN44553693,CUST407419,457.25,2024-12-24,I paid 457.25 for an order on 2024-12-24 but never received the product. The merchant is unresponsive to my emails.,Product/Service Not Received
TXN18888220,CUST831076,419.2,2024-12-24,I was charged 419.20 twice for the same purchase at the same merchant on 2024-12-24. Please reverse the duplicate charge.,Duplicate Charge
TXN13939506,CUST213206,138.98,2024-12-24,I was charged 138.98 twice for the same purchase at the same merchant on 2024-12-24. Please reverse the duplicate charge.,Duplicate Charge
TXN53298009,CUST780233,11.69,2024-12-24,I paid 11.69 for an online purchase but the package was never delivered. The tracking shows it was lost in transit.,Product/Service Not Received
TXN77804320,CUST462659,313.73,2024-12-24,I received two identical receipts and two charges of 313.73 for a single order I placed online.,Duplicate Charge
TXN93940301,CUST949884,158.37,2024-12-24,The merchant agreed to refund 158.37 over three weeks ago but I still have not received the money back.,Refund Not Processed
TXN43360060,CUST747850,28.71,2024-12-24,I placed an order worth 28.71 on 2024-12-24 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN29695746,CUST534037,1176.12,2024-12-24,"The airline cancelled my flight and promised a refund of 1,176.12 but it has not been reflected in my account.",Refund Not Processed
TXN59827743,CUST399449,27.23,2024-12-24,I noticed an unauthorized debit of 27.23 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN54071522,CUST377203,478.6,2024-12-24,I downgraded my plan but was still charged the old rate of 478.60 instead of the reduced amount.,Subscription Issue
TXN66465899,CUST385765,4904.97,2024-12-24,"My account shows two identical charges of 4,904.97 from the same vendor. Only one transaction should have gone through.",Duplicate Charge
TXN71994024,CUST265080,4439.51,2024-12-24,"I was charged 4,439.51 but the agreed price was much lower. The merchant overcharged me and I have the original receipt.",Wrong Amount
TXN37952515,CUST129556,439.86,2024-12-25,I noticed an unauthorized debit of 439.86 from my account. I have no knowledge of this transaction and request an immediate reversal.,Unauthorized Transaction
TXN91698732,CUST228093,254.94,2024-12-25,The airline cancelled my flight and promised a refund of 254.94 but it has not been reflected in my account.,Refund Not Processed
TXN27421340,CUST385765,36.89,2024-12-25,There is an unrecognized charge of 36.89 on my account dated 2024-12-25. I did not approve this and want it disputed.,Unauthorized Transaction
TXN12923389,CUST703655,41.42,2024-12-25,My refund of 41.42 was supposed to be processed within 7 business days but it has been over a month now.,Refund Not Processed
TXN75641258,CUST680096,171.0,2024-12-25,An unauthorized payment of 171.00 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN22877826,CUST843215,216.02,2024-12-25,I paid 216.02 for a product that does not match the specifications listed on the merchant website at all.,Defective Product/Service
TXN38289637,CUST754644,17.96,2024-12-25,I was billed 17.96 for a digital download that I never received the link for. The merchant website is now offline.,Product/Service Not Received
TXN48286911,CUST547952,100.15,2024-12-26,I was charged 100.15 for an annual renewal that I had opted out of. The merchant is ignoring my cancellation.,Subscription Issue
TXN37412322,CUST665158,22.5,2024-12-26,I was billed 22.50 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN48531288,CUST944962,325.69,2024-12-26,I placed an order worth 325.69 on 2024-12-26 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN13269183,CUST743378,21.22,2024-12-26,The product costing 21.22 arrived with missing parts and the merchant wants me to pay extra for replacements.,Defective Product/Service
TXN55113703,CUST261771,381.35,2024-12-26,The product worth 381.35 stopped working within 2 days of purchase. The merchant denied my warranty claim.,Defective Product/Service
TXN16383215,CUST776796,199.91,2024-12-26,I found a fraudulent charge of 199.91 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN32703195,CUST561999,37.59,2024-12-26,Someone used my card information to make a purchase of 37.59. I need this reversed and a new card issued immediately.,Unauthorized Transaction
TXN21522536,CUST223481,329.44,2024-12-26,The merchant agreed to refund 329.44 over three weeks ago but I still have not received the money back.,Refund Not Processed
TXN43266295,CUST449759,9.47,2024-12-26,The merchant took 9.47 from my account for a pre-order but has gone silent and the product was never shipped.,Product/Service Not Received
TXN23900796,CUST540218,3851.76,2024-12-27,"Someone used my card information to make a purchase of 3,851.76. I need this reversed and a new card issued immediately.",Unauthorized Transaction
TXN13023574,CUST936433,1131.88,2024-12-27,"There is an unrecognized charge of 1,131.88 on my account dated 2024-12-27. I did not approve this and want it disputed.",Unauthorized Transaction
TXN70936639,CUST151426,312.5,2024-12-27,I placed an order worth 312.50 on 2024-12-27 and the merchant confirmed it but nothing has been delivered so far.,Product/Service Not Received
TXN31716474,CUST588002,465.91,2024-12-27,The ATM ate my card and deducted 465.91 without dispensing any cash. I reported this to the bank branch immediately.,ATM Dispute
TXN78372512,CUST714867,117.51,2024-12-28,An unauthorized payment of 117.51 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN44809916,CUST395023,63.87,2024-12-28,I was charged 63.87 for a product that the merchant claims was shipped but I never received. No proof of delivery exists.,Product/Service Not Received
TXN28590430,CUST536740,64.39,2024-12-28,An unauthorized payment of 64.39 appeared on my statement. I have never visited this merchant or authorized any payment to them.,Unauthorized Transaction
TXN11590407,CUST751517,327.71,2024-12-28,I purchased an item for a specific price but was charged 327.71 which is higher than the listed price.,Wrong Amount
TXN68598223,CUST527865,10.92,2024-12-28,I am being charged 10.92 monthly for a service I cancelled three months ago. Please stop these recurring payments.,Subscription Issue
TXN39391250,CUST666390,229.14,2024-12-28,I was billed 229.14 instead of the correct amount. The merchant added extra charges without my knowledge.,Wrong Amount
TXN38417383,CUST243693,43.2,2024-12-28,I was billed 43.20 for a service upgrade I never requested or agreed to.,Merchant Billing Error
TXN72150455,CUST954814,346.49,2024-12-29,I found a fraudulent charge of 346.49 on my account from a merchant I have never heard of. Please investigate and refund.,Unauthorized Transaction
TXN39990423,CUST538997,6.23,2024-12-29,There is a fraudulent transaction of 6.23 on my account. I did not make this purchase and my card was in my possession the entire time.,Unauthorized Transaction
